Product,Price,Payment_Type,Name,City,State,Country
TV,1200,Amex,linda,Arlington                   ,VA,United States
TV,1200,Mastercard,Christyna,Calgary,Alberta,Canada
TV,1200,Visa,Alicja ,Kenmore                     ,WA,United States
TV,1200,Visa,Rachel,Fresno                      ,CA,United States
TV,1200,Amex,Rachel,Atascadero                  ,CA,United States
TV,1200,Visa,Jan,Barcelona,Catalonia,Spain
TV,1200,Diners,Karin,High Wycombe,England,United Kingdom
Laptop,3600,Amex,ron ,Tsaritsyno,Moscow City,Russia
TV,1200,Mastercard,Sharon,Ajax,Ontario,Canada
TV,1200,Mastercard,Anna,New York                    ,NY,United States
TV,1200,Mastercard,Laura,Fairfield                   ,IA,United States
TV,1200,Visa,Yana,North Bay,Ontario,Canada
TV,1200,Visa,Katherine,Marietta                    ,GA,United States
TV,1200,Diners,Therese,Clontarf,Dublin,Ireland
TV,1200,Amex,Francoise ,Danville                    ,PA,United States
Laptop,3600,Amex,Elizabeth,Okotoks,Alberta,Canada
TV,1200,Amex,Corinne,Anthem                      ,AZ,United States
TV,1200,Visa,Ec,Clonmel,Tipperary,Ireland
TV,1200,Visa,Carmen,Arlington                   ,VA,United States
Laptop,3600,Amex,Brittany,Orlando                     ,FL,United States
TV,1200,Mastercard,Sandrine,Walnut Creek                ,CA,United States
TV,1200,Mastercard,asuncion ,Centennial                  ,CO,United States
TV,1200,Visa,Sophie,Newtown                     ,CT,United States
TV,1200,Amex,Henrietta,Vancouver,British Columbia,Canada
TV,1200,Visa,DD,York,England,United Kingdom
TV,1200,Visa,Jennifer,Drogheda,Louth,Ireland
TV,1200,Visa,samuel,Saddle Brook                ,NJ,United States
TV,1200,Amex,Angelina  Patrick,San Diego                   ,CA,United States
TV,1200,Visa,Sven,Issaquah                    ,WA,United States
TV,1200,Visa,Toni,Bolton,England,United Kingdom
TV,1200,Visa,Patrick,Lexington                   ,MA,United States
TV,1200,Visa,jason,Altadena                    ,CA,United States
TV,250,Visa,Tabatha,Altadena                    ,CA,United States
Laptop,3600,Visa,Aline,Davis                       ,CA,United States
Laptop,3600,Visa,Debra,Toronto,Ontario,Canada
TV,1200,Mastercard,Natasha,Pasadena                    ,CA,United States
TV,1200,Mastercard,Melinda,Buffalo Grove               ,IL,United States
TV,1200,Visa,Luc1nda,London,England,United Kingdom
TV,1200,Visa,Kim,Newcastle,Wicklow,Ireland
TV,1200,Amex,Britlyn ,Norwalk                     ,CT,United States
TV,1200,Diners,Adam,Besancon,Franche-Comte,France
TV,1200,Visa,Mimi,Monte-Carlo, ,Monaco
TV,1200,Visa,Liann,Monaco, ,Monaco
TV,1200,Mastercard,Sarah,Floyds Knobs                ,IN,United States
TV,1200,Diners,Naseer,London,England,United Kingdom
TV,1200,Amex,Caroline,Marietta                    ,GA,United States
TV,1800,Amex,Karena,Marietta                    ,GA,United States
TV,1200,Amex,janet,Hon                         ,HI,United States
Mobile,7500,Visa,Hans,Knoxville                   ,TN,United States
TV,1200,Visa,Sandra  Thierry  Zoe,Knoxville                   ,TN,United States
TV,1200,Mastercard,Eleanor,Edinburgh,Scotland,United Kingdom
TV,1200,Visa,Anna,Paris,Ile-de-France,France
TV,1200,Visa,Cara ,Humble                      ,TX,United States
TV,1200,Visa,carolien,Mashpee                     ,MA,United States
TV,1200,Mastercard,Ana,Hong Kong, ,Hong Kong
TV,1200,Visa,Patrick,Birmingham                  ,MI,United States
TV,1200,Visa,Heidi,St Augustine                ,FL,United States
TV,1200,Visa,Tom,Salt Lake City              ,UT,United States
TV,1200,Amex,Justine,Seattle                     ,WA,United States
TV,1200,Visa,isabel,Ruti,Zurich,Switzerland
Mobile,7500,Visa,scott,Rogers                      ,AR,United States
TV,1200,Visa,Fatima,Rogers                      ,AR,United States
TV,1200,Visa,Judy,Dun Laoghaire,Dublin,Ireland
TV,1200,Visa,Glenn,Perth,Scotland,United Kingdom
TV,1200,Amex,Family in,London,England,United Kingdom
TV,1200,Visa,Lauren,Gries,Rhineland-Palatinate,Germany
Mobile,7500,Visa,Michael,Pietermaritzburg,KwaZulu-Natal,South Africa
TV,1200,Visa,Jodi,Sutton Valence,England,United Kingdom
TV,1200,Mastercard,simone,Lyngby,Kobenhavn,Denmark
TV,1200,Diners,Sonja,Alpine                      ,NJ,United States
TV,1200,Mastercard,Shane,Zurich,Zurich,Switzerland
Laptop,3600,Amex,Ruth,Saskatoon,Saskatchewan,Canada
TV,1200,Mastercard,Cleo,Pacific Palisades           ,CA,United States
TV,1200,Diners,Benoit,Fort Saint James,British Columbia,Canada
TV,1200,Amex,Claire,Versoix,Geneve,Switzerland
TV,1200,Visa,Claire,Trumansburg                 ,NY,United States
TV,1200,Visa,Lindsey,Kennett Square              ,PA,United States
Laptop,3600,Visa,Nicola,San Jose                    ,CA,United States
Laptop,3600,Mastercard,PATRICK,Ban Khlong Sip,Krung Thep,Thailand
TV,1200,Visa,jennifer,Morro Bay                   ,CA,United States
TV,1200,Visa,Amy,Parramatta,New South Wales,Australia
TV,1200,Mastercard,Whitney,Dumbleton,England,United Kingdom
TV,1200,Visa,Astrid,Altlengbach,Lower Austria,Austria
TV,1200,Visa,jo,Ballincollig,Cork,Ireland
TV,1200,Visa,Michelle,Ballincollig,Cork,Ireland
TV,1200,Mastercard,TG,Zagore,Stara Zagora,Bulgaria
TV,1200,Mastercard,Emily,Vecmilgravis,Riga,Latvia
Laptop,3600,Visa,Niki,Trelex,Vaud,Switzerland
TV,1200,Visa,Sarah,Ornex,Rhone-Alpes,France
TV,1200,Visa,sherry,Las Vegas                   ,NV,United States
Laptop,3600,Amex,Laura,San Anselmo                 ,CA,United States
TV,1200,Mastercard,Carmela,Hannover,Lower Saxony,Germany
TV,1200,Diners,Matt,N Woodmere                  ,NY,United States
TV,1200,Visa,Karen,Madrid,Madrid,Spain
TV,1200,Visa,Joanne,Castlebar,Mayo,Ireland
TV,1200,Visa,Stephanie,Fairfax                     ,CA,United States
TV,1200,Visa,Hurst,Chandler                    ,AZ,United States
TV,1200,Visa,Liza,Dammeron Valley             ,UT,United States
TV,1200,Mastercard,Michele,Buffalo                     ,NY,United States
Mobile,7500,Visa,Karin,Olive Branch                ,MS,United States
TV,1200,Amex,cath,Warwick                     ,NY,United States
Laptop,3600,Visa,eva,Gisborne,Victoria,Australia
TV,1200,Amex,Andrea ,San Mateo                   ,CA,United States
TV,1200,Mastercard,Sabine,Milton Keynes,England,United Kingdom
TV,1200,Mastercard,Aideen and Jonathan,Kecskemet,Bacs-Kiskun,Hungary
TV,1200,Visa,George,Nakskov,Storstrom,Denmark
TV,1200,Visa,Helen,Aloma                       ,FL,United States
TV,1200,Diners,C,Chandler                    ,AZ,United States
TV,1200,Visa,chris,Kjobenhavn,Staden Kobenhavn,Denmark
TV,1200,Visa,maggie,Stockton,England,United Kingdom
TV,1200,Amex,Mareike,Cumming                     ,GA,United States
TV,1200,Visa,lamia,Little Compton              ,RI,United States
TV,1200,Visa,Madhu,Centennial                  ,CO,United States
TV,13000,Visa,sandhya,Centennial                  ,CO,United States
TV,1200,Amex,Kimberly,Herndon                     ,VA,United States
TV,1200,Visa,Tania,Vista                       ,CA,United States
TV,1200,Visa,andrea,Oostburg                    ,WI,United States
TV,1200,Mastercard,John,Griffith,New South Wales,Australia
Laptop,3600,Visa,carol,Ann Arbor                   ,MI,United States
TV,1200,Visa,Nona,South Jordan                ,UT,United States
Laptop,3600,Visa,Family,Dubai,Dubayy,United Arab Emirates
Laptop,3600,Visa,Michelle,Dubai,Dubayy,United Arab Emirates
Laptop,3600,Visa,Kathryn,Kirriemuir,Scotland,United Kingdom
TV,1200,Visa,Oswald,Tramore,Waterford,Ireland
TV,1200,Visa,Elyssa,Gdansk,Pomorskie,Poland
TV,1200,Visa,michelle,Arklow,Wicklow,Ireland
TV,1200,Mastercard,Alicia,Lincoln                     ,NE,United States
TV,1200,Mastercard,JP,Tierp,Uppsala,Sweden
Laptop,3600,Visa,Geraldine,Brussels,Brussels (Bruxelles),Belgium
TV,1200,Mastercard,sandra,Burr Oak                    ,IA,United States
TV,1200,Visa,Olivia,Wheaton                     ,IL,United States
Laptop,3600,Mastercard,Tom,Killeen                     ,TX,United States
TV,1200,Visa,Annette ,Manhattan                   ,NY,United States
TV,1200,Visa,SUSAN,Oxford,England,United Kingdom
Laptop,3600,Visa,Michael,Paris,Ile-de-France,France
TV,1200,Visa,ashton,Exeter,England,United Kingdom
TV,1200,Visa,Scott,Rungsted,Frederiksborg,Denmark
Laptop,3600,Visa,Pam,London,England,United Kingdom
TV,1200,Visa,Lisa ,Borja,Bohol,Philippines
Laptop,3600,Mastercard,Pavel,London,England,United Kingdom
TV,1200,Visa,Richard,Jamestown                   ,RI,United States
TV,1200,Visa,Jasinta Jeanne,Owings Mills                ,MD,United States
TV,1200,Visa,Rachel,Hamilton,Ontario,Canada
TV,1200,Amex,Cherish ,Anchorage                   ,AK,United States
TV,1200,Visa,Shona ,Mornington,Meath,Ireland
TV,1200,Mastercard,Abikay,Fullerton                   ,CA,United States
TV,1200,Amex,Abikay,Atlanta                     ,GA,United States
Laptop,3600,Visa,Kendra,Toronto,Ontario,Canada
TV,1200,Visa,amanda,Liverpool,England,United Kingdom
Laptop,3600,Amex,Leila,Ponte San Nicolo,Veneto,Italy
TV,1200,Amex,amanda,Las Vegas                   ,NV,United States
TV,1200,Visa,Stacy,Rochester Hills             ,MI,United States
Laptop,3600,Visa,Derrick,North Bay,Ontario,Canada
TV,1200,Visa,Jacob,Lindfield,New South Wales,Australia
TV,1200,Mastercard,DOREEN,Madrid,Madrid,Spain
TV,1200,Diners,eugenia,Wisconsin Rapids            ,WI,United States
TV,1200,Visa,Karen,Austin                      ,TX,United States
TV,1200,Visa,Bea,Chicago                     ,IL,United States
TV,1200,Diners,Hilde Karin,Las Vegas                   ,NV,United States
TV,1200,Visa,Rima,Mullingar,Westmeath,Ireland
TV,1200,Visa,Ruangrote,Melbourne,Victoria,Australia
TV,1200,Amex,pamela,Ayacucho,Buenos Aires,Argentina
Laptop,3600,Visa,Emillie,Eagan                       ,MN,United States
TV,1200,Visa,sangeeta,Vossevangen,Hordaland,Norway
TV,1200,Visa,Anja,Ferney-Voltaire,Rhone-Alpes,France
TV,1200,Mastercard,Andrew,Sevilla,Andalucia,Spain
TV,1200,Visa,Bato,Munchengosserstadt,Thuringia,Germany
TV,1200,Mastercard,Ailsa ,Lindenhurst                 ,NY,United States
TV,1200,Visa,Sophie,Bloomfield                  ,MI,United States
TV,1200,Visa,Katrin,Calgary,Alberta,Canada
Laptop,3600,Mastercard,Kelly ,Vancouver,British Columbia,Canada
TV,1200,Visa,Tomasz,Klampenborg,Kobenhavn,Denmark
TV,1200,Visa,Elizabeth,Calne,England,United Kingdom
Laptop,3600,Amex,Michael,Los Angeles                 ,CA,United States
Laptop,3600,Visa,Natasha,Milano,Lombardy,Italy
Laptop,3600,Mastercard,Meredith,Kloten,Zurich,Switzerland
TV,1200,Mastercard,Nicole,Fayetteville                ,NC,United States
TV,1200,Visa,Ryan,Simpsonville                ,SC,United States
TV,1200,Visa,Mary ,Auckland,Auckland,New Zealand
TV,1200,Diners,Aaron,Reading,England,United Kingdom
TV,1200,Visa,Bertrand,North Caldwell              ,NJ,United States
TV,1200,Mastercard,Zoe,Coventry,England,United Kingdom
TV,1200,Mastercard,Trine Marie,Orillia,Ontario,Canada
TV,1200,Diners,Kim,Paris,Ile-de-France,France
TV,1200,Visa,John ,San Jose                    ,CA,United States
TV,1200,Visa,Rich,Ingelheim-Mitte,Rhineland-Palatinate,Germany
TV,1200,Diners,Kayla,Leamington Spa,England,United Kingdom
TV,1200,Visa,Richard and Comfort,Regensdorf,Zurich,Switzerland
TV,1200,Visa,Eric,Melbourne,Victoria,Australia
TV,1200,Mastercard,Melissa,Geneve,Geneve,Switzerland
TV,1200,Diners,Dawn,Vaucluse,New South Wales,Australia
TV,1200,Mastercard,Tamara,Klosterneuburg,Lower Austria,Austria
TV,1200,Visa,Ashley,Rancho Cordova              ,CA,United States
TV,1200,Visa,familly ,Creemore,Ontario,Canada
TV,1200,Mastercard,Ken,Sidcup,England,United Kingdom
TV,1200,Visa,Tori,Minneapolis                 ,MN,United States
Laptop,3600,Mastercard,Hanne,Phoenix                     ,MD,United States
TV,1200,Amex,Precious,Edmonton,Alberta,Canada
TV,1200,Visa,Michelle,Lyndoch,South Australia,Australia
TV,1200,Visa,Paula,Larchmont                   ,NY,United States
TV,1200,Visa,Stephanie,Saint Charles               ,IL,United States
TV,1200,Visa,kemp,Brentwood                   ,TN,United States
Laptop,3600,Diners,Therese,Pensacola                   ,FL,United States
TV,1200,Diners,Mona,Kelowna,British Columbia,Canada
TV,1200,Visa,Caroline,Toronto,Ontario,Canada
TV,1200,Mastercard,Andrea,Brondby Strand,Kobenhavn,Denmark
TV,1200,Mastercard,Pilar,Florence,Tuscany,Italy
TV,1200,Visa,Lisa,Perth,Western Australia,Australia
TV,1200,Amex,A,Saint Petersburg            ,FL,United States
TV,1200,Mastercard,Yvette,Aubonne,Vaud,Switzerland
Laptop,3600,Amex,Katie,Gava,Catalonia,Spain
TV,1200,Visa,Nicole,Mc Lean                     ,VA,United States
TV,1200,Mastercard,Kelly,Hendersonville              ,TN,United States
Laptop,3600,Visa,george,Zurich,Zurich,Switzerland
TV,1200,Mastercard,Samantha,Watford,England,United Kingdom
TV,1200,Visa,Caterina,Amsterdam,Noord-Holland,Netherlands
TV,1200,Visa,Kate,Rochester Hills             ,MI,United States
TV,1200,Mastercard,Tina,Anglesea,Victoria,Australia
TV,1200,Visa,Emily,Killarney,New Providence,The Bahamas
TV,1200,Amex,Maricel,Malibu                      ,CA,United States
TV,1200,Visa,Patricia,Allen                       ,TX,United States
TV,1200,Mastercard,steve,Evires,Rhone-Alpes,France
TV,1200,Amex,Darrah,Den Haag,Zuid-Holland,Netherlands
TV,1200,Visa,Sara,Perth City,Western Australia,Australia
TV,1200,Visa,Erika,Redruth,England,United Kingdom
TV,1200,Visa,Audrey,Bruxelles,Brussels (Bruxelles),Belgium
TV,1200,Visa,Louise,London,England,United Kingdom
TV,1200,Diners,Karen,Montreal,Quebec,Canada
TV,1200,Amex,Maki,Miami Beach                 ,FL,United States
TV,1200,Visa,Peter,Shankill,Dublin,Ireland
TV,1200,Diners,Ashlee,Oxford,England,United Kingdom
TV,1200,Mastercard,Anja,New York                    ,NY,United States
TV,1200,Visa,Ellen Walton ,Melbourne,Victoria,Australia
TV,1200,Mastercard,Jessica,Woodland Hills              ,CA,United States
TV,1200,Visa,Wouter and Andrea,Anchorage                   ,AK,United States
TV,1200,Visa,Pam and Rob,Yorba Linda                 ,CA,United States
TV,1200,Visa,Elsa,Waiwera,Auckland,New Zealand
TV,1200,Amex,kathleen kane,Jamaica Plain               ,MA,United States
TV,1200,Diners,Selene,Oslo,Oslo,Norway
TV,1200,Visa,Christy,Setagaya,Tokyo,Japan
Laptop,3600,Visa,Hanna Agla,Donauworth,Bayern,Germany
TV,1200,Visa,Elyse,Bandon,Cork,Ireland
TV,1200,Mastercard,Alexis,Ehingen an der Donau,Baden-Wurttemberg,Germany
TV,1200,Visa,M George,Paris,Ile-de-France,France
TV,1200,Visa,John,Banbury,England,United Kingdom
TV,1200,Visa,cheryl,Beverly Hills               ,CA,United States
TV,1200,Amex,R,Danderyd,Stockholm,Sweden
Laptop,3600,Visa,Charlene ,Sebastopol                  ,CA,United States
TV,1200,Visa,Cindy,Glendora                    ,CA,United States
TV,1200,Visa,Ed,Nacka,Stockholm,Sweden
TV,1200,Mastercard,Astrid,Canterbury,England,United Kingdom
TV,1200,Visa,Nicole,Neuchatel,Neuchatel,Switzerland
TV,1200,Visa,Maria Macarena,Billings                    ,MT,United States
TV,1200,Visa,Maggie,Libertyville                ,IL,United States
Laptop,3600,Amex,Christophe,Temecula                    ,CA,United States
TV,1200,Diners,Manoj,Boise                       ,ID,United States
TV,1200,Visa,Brenda,Rock Hill                   ,SC,United States
TV,1200,Mastercard,Lizelle ,Mililani                    ,HI,United States
Laptop,3600,Visa,Kees en Valesca,Scamander,Tasmania,Australia
TV,1200,Visa,Cormac,Freeport City,Freeport,The Bahamas
TV,1200,Visa,jacqueline,North Vancouver,British Columbia,Canada
TV,1200,Visa,Martin,Ludwigsburg,Baden-Wurttemberg,Germany
TV,1200,Mastercard,Dean,Rockingham,Western Australia,Australia
TV,1200,Visa,VERBENA,Basel,Basel-Town,Switzerland
TV,1200,Mastercard,Angel Marie,Den Haag,Zuid-Holland,Netherlands
TV,1200,Visa,olla,Westminster                 ,CO,United States
Laptop,3600,Visa,Eman,Penclawdd,Wales,United Kingdom
Laptop,3600,Visa,Julia,Ede,Gelderland,Netherlands
TV,1200,Visa,Sarah,Plan-les-Ouattes,Geneve,Switzerland
TV,1200,Visa,Esther,Stocksund,Stockholm,Sweden
TV,1200,Diners,amy,Stuttgart,Baden-Wurttemberg,Germany
Laptop,3600,Mastercard,Jyoti,Tunbridge Wells,England,United Kingdom
Laptop,3600,Visa,Keri,Issaquah                    ,WA,United States
TV,1200,Diners,Paul,Burnaby,British Columbia,Canada
TV,1200,Mastercard,Attie,Cypress                     ,CA,United States
TV,1200,Visa,odile,Lititz                      ,PA,United States
TV,1200,Visa,gail ,London,England,United Kingdom
TV,1200,Visa,Niki,Chadds Ford                 ,PA,United States
Laptop,3600,Visa,Danny,St Thomas                   ,VI,United States
TV,1200,Mastercard,Sarah,Coppell                     ,TX,United States
TV,1200,Visa,Beckie ,Ladera Ranch                ,CA,United States
TV,1200,Visa,Maryse,Rathfarnham,Dublin,Ireland
Laptop,3600,Mastercard,don,Cagliari,Sardinia,Italy
TV,1200,Visa,Majken,Charlottenlund,Kobenhavn,Denmark
TV,1200,Amex,Karen and Andrew,Munchen,Bayern,Germany
TV,1200,Visa,Katerina,Firenze,Tuscany,Italy
TV,1200,Mastercard,Mary,Baile Atha Bui,Meath,Ireland
TV,1200,Visa,Oscar,Chamonix-Mont-Blanc,Rhone-Alpes,France
TV,1200,Diners,Suejean,Gingins,Vaud,Switzerland
TV,1200,Amex,ann,Boca Raton                  ,FL,United States
TV,1200,Visa,Renee,Chaska                      ,MN,United States
TV,1200,Visa,Catherine,Hghlnds Ranch               ,CO,United States
TV,1200,Amex,Rhonda,Atlanta                     ,GA,United States
TV,1200,Amex,alix,Tenafly                     ,NJ,United States
TV,1200,Visa,Mike,Aberdeen,Scotland,United Kingdom
TV,1200,Visa,Diane,Djurgarden,Stockholm,Sweden
TV,1200,Visa,Sigrun,Nashville                   ,TN,United States
TV,1200,Visa,Dania,Munich,Bayern,Germany
Laptop,3600,Mastercard,Kelsi,Utrecht,Utrecht,Netherlands
TV,1200,Visa,Maria,Boyceville                  ,WI,United States
TV,1200,Visa,Bent Erik,Basauri,Pais Vasco,Spain
TV,1200,Amex,Kirsten,Melbourne,Victoria,Australia
TV,1200,Visa,Dickson,Kemerburgaz,Istanbul,Turkey
TV,1200,Diners,Howard,Worcester,England,United Kingdom
TV,1200,Visa,Dana,Thurles,Tipperary,Ireland
TV,1200,Mastercard,Nola,Den Haag,Zuid-Holland,Netherlands
TV,1200,Visa,Elizabeth,Cos Cob                     ,CT,United States
Laptop,3600,Visa,minjeong,Bern,Bern,Switzerland
TV,1200,Visa,Matt,Leicester,England,United Kingdom
TV,1200,Visa,Vanessa,Cornwall,Ontario,Canada
Laptop,3600,Visa,Charlotte,Sterling                    ,VA,United States
TV,1200,Visa,Rowena,Cork,Cork,Ireland
TV,1200,Visa,Catherine,Mount Forest,Ontario,Canada
TV,1200,Mastercard,Sarah,Ridgefield                  ,CT,United States
TV,1200,Visa,sorcha,Porto Alegre,Rio Grande do Sul,Brazil
TV,1200,Visa,sorcha,Cartierville,Quebec,Canada
TV,1200,Mastercard,Mary,Stuttgart,Baden-Wurttemberg,Germany
TV,1200,Visa,Ronja,Manhattan                   ,NY,United States
TV,1200,Visa,Nicola ,Sneem,Kerry,Ireland
TV,1200,Amex,BURCAK,Alpharetta                  ,GA,United States
TV,1200,Visa,isabelle,Sainte-Therese-de-Blainville,Quebec,Canada
TV,1200,Mastercard,christy,Germantown                  ,TN,United States
TV,1200,Visa,Lilly,Castleknock,Dublin,Ireland
TV,1200,Diners,Mandy,Hono                        ,HI,United States
TV,1200,Mastercard,Elena,New Rochelle                ,NY,United States
TV,1200,Visa,Lolarae,Calgary,Alberta,Canada
TV,1200,Mastercard,Lisa,South Waterford             ,ME,United States
TV,1200,Mastercard,Nita and Trebor,Washington Township         ,OH,United States
TV,1200,Visa,Jenevieve,Guelph,Ontario,Canada
Laptop,3600,Mastercard,Piret,Bunbury,Western Australia,Australia
TV,1200,Mastercard,Damian,Mettlach,Saarland,Germany
TV,1200,Mastercard,Lusell,Oberwil,Basel-Country,Switzerland
TV,1200,Visa,Costanza,Beykoz,Istanbul,Turkey
TV,1200,Visa,Vanessa,Arc-et-Senans,Franche-Comte,France
TV,1200,Diners,Evelyn,Grossbodungen,Thuringia,Germany
TV,1200,Amex,Nicola,Bruxelles,Brussels (Bruxelles),Belgium
TV,1200,Visa,Simone,Kilcornan,Limerick,Ireland
TV,1200,Mastercard,Elisabeth,Wilmington                  ,NC,United States
TV,1200,Visa,Kasey,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France
Laptop,3600,Amex,Olympe,Lidingo,Stockholm,Sweden
TV,1200,Visa,James,Edmonton,Alberta,Canada
TV,1200,Visa,Alyssa,Antibes,Provence-Alpes-Cote d'Azur,France
TV,1200,Visa,Reto,Seattle                     ,WA,United States
TV,1200,Amex,Joelle,Rowayton                    ,CT,United States
TV,1200,Mastercard,Nicole,Simcoe,Ontario,Canada
TV,1200,Mastercard,Alexandria,Lebanon                     ,PA,United States
TV,1200,Mastercard,Elisabeth,Birkdale,Queensland,Australia
TV,1200,Visa,Ann,Brisbane,Queensland,Australia
TV,1200,Visa,Olga,Strasbourg,Alsace,France
TV,1200,Visa,Courtney,Suchdol,Prague,Czech Republic
TV,1200,Visa,stacy,Stuttgart,Baden-Wurttemberg,Germany
Laptop,3600,Amex,Monica,Villanova                   ,PA,United States
Laptop,3600,Visa,Michael,Norrkoping,Ostergotland,Sweden
TV,1200,Visa,Katrin,Zumikon,Zurich,Switzerland
Laptop,3600,Mastercard,Louise,Balgach,St Gallen,Switzerland
TV,1200,Amex,Alfredo A,Las Vegas                   ,NV,United States
Laptop,3600,Visa,Kerry,Prague,Central Bohemia,Czech Republic
TV,1200,Visa,Saeko ,Warwick                     ,NY,United States
Laptop,3600,Visa,VIOLETA,Silver Spring               ,MD,United States
TV,1200,Visa,Antje,Sacramento                  ,CA,United States
TV,1200,Visa,janet,Blarney,Cork,Ireland
TV,1200,Visa,claire ,Ballyneety,Limerick,Ireland
TV,1200,Mastercard,Nathalie,Haymarket                   ,VA,United States
TV,1200,Mastercard,Daria,George Town, ,Cayman Isls
TV,1200,Visa,Judith L.,Scottsdale                  ,AZ,United States
TV,1200,Visa,Audinet,Cambridge                   ,MA,United States
TV,1200,Visa,William,Chalfont Saint Peter,England,United Kingdom
TV,1200,Diners,Tatjana and Martin,Birmingham,England,United Kingdom
TV,1200,Mastercard,Scott,Den Haag,Zuid-Holland,Netherlands
Mobile,7500,Mastercard,Brona,Den Haag,Zuid-Holland,Netherlands
TV,1200,Mastercard,Andree,Newmarket,Cork,Ireland
TV,1200,Visa,Aziz,Irpin',Kiev,Ukraine
TV,1200,Visa,Fernando,Grosseto,Tuscany,Italy
TV,1200,Visa,Jo,Pembroke Pines              ,FL,United States
TV,1200,Visa,Joern,Waterford,Ontario,Canada
Laptop,3600,Visa,Melissa,Carouge,Geneve,Switzerland
TV,1200,Visa,Melissa,Chester                     ,CT,United States
TV,1200,Mastercard,isabela,Reston                      ,VA,United States
TV,1200,Visa,Nacole,Milan,Lombardy,Italy
TV,1200,Diners,Jennifer,Vancouver,British Columbia,Canada
TV,1200,Diners,Mary,Alpharetta                  ,GA,United States
TV,1200,Visa,Lisa,Ringgold                    ,GA,United States
TV,1200,Diners,Debora ,Wall                        ,NJ,United States
Laptop,3600,Mastercard,Karoline ,Powell River,British Columbia,Canada
Laptop,3600,Mastercard,Jo ,Huntington Beach            ,CA,United States
TV,1200,Amex,Kristen,Los Gatos                   ,CA,United States
Laptop,3600,Visa,Astrid,Oslo,Oslo,Norway
TV,1200,Mastercard,Malinda,Oxford,England,United Kingdom
TV,1200,Amex,Sylvia,Alexandria                  ,VA,United States
TV,1200,Visa,Jupiterlina Elika,Rome,Lazio,Italy
TV,1200,Visa,Aniko,Random Lake                 ,WI,United States
TV,1200,Mastercard,Petra,San Francisco               ,CA,United States
TV,1200,Mastercard,Heather,Baluan,General Santos,Philippines
TV,1200,Mastercard,Kim,Brussels,Brussels (Bruxelles),Belgium
TV,1200,Amex,Ruby,Bedford Corners             ,NY,United States
TV,1200,Visa,Novy ,Istanbul,Istanbul,Turkey
Laptop,3600,Visa,Stephanie,Hilversum,Noord-Holland,Netherlands
TV,1200,Mastercard,Tammy,Milford                     ,ME,United States
TV,1200,Visa,Alessandra,Vancouver,British Columbia,Canada
TV,1200,Mastercard,Cathy,Kidderminster,England,United Kingdom
Laptop,3600,Visa,Scott,Lausanne,Vaud,Switzerland
TV,1200,Amex,dia,Claygate,England,United Kingdom
TV,1200,Visa,Lauren,Laasby,Arhus,Denmark
TV,1200,Visa,Line,Budaors,Pest,Hungary
TV,1200,Amex,Sean,London,England,United Kingdom
TV,1200,Diners,Sarah,Santo Domingo City,Distrito Nacional,Dominican Republic
TV,1200,Visa,Brian,Croton On Hudson            ,NY,United States
TV,1200,Mastercard,Lesa,Vespasiano,Minas Gerais,Brazil
TV,1200,Mastercard,james,Nashville                   ,TN,United States
TV,1200,Mastercard,loudon,Ottawa,Ontario,Canada
TV,1200,Mastercard,Allison,Naples                      ,FL,United States
TV,1200,Mastercard,Surat,Bridgewater                 ,NJ,United States
Laptop,3600,Mastercard,Judy,Washington                  ,DC,United States
TV,1200,Diners,brian,Hagen,Lorraine,France
TV,1200,Visa,Rachel,Taicheng,Guangdong,China
TV,1200,Mastercard,Hilde,Groningen,Groningen,Netherlands
TV,1200,Mastercard,Tarja,Villars,Vaud,Switzerland
TV,1200,Visa,Megan,Huntersville                ,NC,United States
Laptop,3600,Visa,Charmain,Cartersburg                 ,IN,United States
TV,1200,Visa,Katharina,Flower Mound                ,TX,United States
TV,1200,Visa,Zaneta ,Rochester                   ,MI,United States
TV,1200,Visa,Jeannette,Dubai,Dubayy,United Arab Emirates
Laptop,3600,Visa,Liz,Langnau,Zurich,Switzerland
Laptop,3600,Mastercard,Christiane,Mission,British Columbia,Canada
TV,1200,Visa,Cherie,Columbus                    ,OH,United States
Laptop,3600,Visa,Shiree,Clondalkin,Dublin,Ireland
TV,1200,Mastercard,Tracey,Harold's Cross,Dublin,Ireland
TV,1200,Diners,Scott ,Sag Harbor                  ,NY,United States
TV,1200,Visa,Frances,San Diego                   ,CA,United States
TV,1200,Mastercard,Beatrice,Wilmington                  ,DE,United States
Laptop,3600,Visa,Jessica,Toronto,Ontario,Canada
TV,1200,Amex,Alison,Issaquah                    ,WA,United States
TV,1200,Visa,elaine,Phuket,Phuket,Thailand
TV,1200,Visa,Chevonne,Athina,Attiki,Greece
TV,1200,Visa,danielle,Geneve,Geneve,Switzerland
TV,1200,Mastercard,Caroline and Jonathan,Chichester,England,United Kingdom
TV,1200,Visa,manuela,Massagno,Ticino,Switzerland
TV,1200,Visa,Carole,Cardiff,Wales,United Kingdom
Laptop,3600,Amex,Ghislaine,Ferney-Voltaire,Rhone-Alpes,France
Laptop,3600,Visa,Christian,Mableton                    ,GA,United States
TV,1200,Visa,Hollie,San Diego                   ,CA,United States
TV,1200,Visa,mike,La Louviere,Hainaut,Belgium
